"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","parameter"
"lambda[90]",0.00295015942909134,5.21923604409629e-05,0.00204472235410049,0.00057619732606204,0.00152227130500133,0.00246323653025682,0.00374062634787595,0.00821629832742413,1534.81068050993,1.0026681165179,"lambda[90]"
"lambda[91]",0.00231793083529233,3.44793463581998e-05,0.00156803710118429,0.000461332038911298,0.00123462785398978,0.00194691765068555,0.00294375498949526,0.00645411557863323,2068.20993663919,1.00005397358734,"lambda[91]"
"lambda[92]",0.0109150812678749,0.000192260838229077,0.0103400052087962,0.00168158777119693,0.00486993796742963,0.00820822659834417,0.0134315772088641,0.0346180592187284,2892.40998552688,1.00082605867456,"lambda[92]"
"lambda[93]",0.00374697541422053,6.26857946151375e-05,0.00255463406169187,0.000834348083988241,0.00196822259115678,0.00311453930854212,0.00477349746610935,0.0106605211843006,1660.80684483439,1.00168187472563,"lambda[93]"
"lambda[94]",0.00372859852043223,6.12242343324911e-05,0.00252524442261321,0.000760708993666995,0.00197363075834446,0.00312452865317169,0.0047885716023268,0.0103839721762948,1701.21857519164,1.00215980461048,"lambda[94]"
"lambda[95]",0.00570298634763364,7.23858590389331e-05,0.00390526479513946,0.00130013302083639,0.00311817528710322,0.00473770632606488,0.0071721669429857,0.0156039342416659,2910.67360311761,0.999701974036566,"lambda[95]"
"lambda[96]",0.00180013264677901,3.66930039028706e-05,0.00143440004694791,0.000274553369378051,0.000834548393376681,0.00141462655925582,0.00230852169194117,0.00555648449147359,1528.17836657285,1.00249679282051,"lambda[96]"
"lambda[97]",0.00350610564686166,4.49060395950297e-05,0.00217217214174646,0.000827152277067034,0.00196864744328818,0.00302386619967241,0.00449810226835153,0.00916754915987296,2339.80125279141,0.999870608044339,"lambda[97]"
"lambda[98]",0.0044294369446136,5.99351952256203e-05,0.00312417691891362,0.000918919333880449,0.00233074319755456,0.00363151491897046,0.00560047510530444,0.01226023272975,2717.11106168091,0.999643583190966,"lambda[98]"
"lambda[99]",0.0064698198792939,9.44376487410517e-05,0.00581066585549732,0.001200008670126,0.00306746570533096,0.004978197869531,0.00797503794655764,0.0207442756574134,3785.83317297135,1.0003882904373,"lambda[99]"
"lambda[100]",0.0161395014871844,0.000161144963830557,0.00979336571009615,0.00458920404207124,0.00934864938645485,0.0136761538349929,0.0203877389958564,0.0414318708777037,3693.43508536056,0.999830077916483,"lambda[100]"
"lambda[101]",0.0019387781880547,4.01582775122397e-05,0.00159040514471266,0.000249468420538141,0.000867161125917865,0.00148631110401062,0.00254944373718671,0.00613827709839669,1568.43090314953,1.00113550632321,"lambda[101]"
"lambda[102]",0.00139381062963841,3.66061532619507e-05,0.0011767608183414,0.000189864734062582,0.000608387099142602,0.00105639074584017,0.00180101952649272,0.00443332328022796,1033.39941619441,1.00283850288792,"lambda[102]"
"lambda[103]",0.0039386235459367,5.36146340376096e-05,0.00262749659430759,0.00084697043445376,0.00212765605163152,0.00339139537396468,0.00503592428983211,0.0102493205472609,2401.69377103465,1.00049172541703,"lambda[103]"
"lambda[104]",0.00846184435081751,0.000107880884825626,0.0063984710840088,0.00164739998884379,0.00432477432117145,0.00682861442718357,0.0106172364095747,0.0259152712443772,3517.73746043548,0.999698762735977,"lambda[104]"
"lambda[105]",0.00367349344992398,5.05364798097588e-05,0.00226901851234645,0.000782138347478172,0.00207708553278561,0.00317526177928237,0.00475304428056051,0.00942845355946795,2015.88662736965,1.00056379353198,"lambda[105]"
"lambda[106]",0.00408976394723833,4.93140221473545e-05,0.00247210743319829,0.00100027439798147,0.00235397913521045,0.00355161929320427,0.00522984017404413,0.0104711741717105,2513.00775708968,1.00068291194641,"lambda[106]"
"lambda[107]",0.00594783624358011,0.000107438087729974,0.00409871694113049,0.00126809723872406,0.00315466644528326,0.00490763896375261,0.00760441789074271,0.0164443149457856,1455.38975695339,1.00137886664254,"lambda[107]"
"lambda[108]",0.000992604879593264,2.2242173139642e-05,0.000829811439898043,0.000135267967450962,0.000437589409823257,0.000756444699317898,0.00128843070529329,0.00318987222337639,1391.88835484707,1.00045162642133,"lambda[108]"
"lambda[109]",0.00193800325905102,4.8167332089796e-05,0.00152025833190767,0.000301192017647995,0.000921898593223496,0.00152688635198432,0.00249251908811904,0.00588793867699856,996.161149914666,1.00184073728928,"lambda[109]"
"lambda[110]",0.00522469621597887,0.000113487637575121,0.00666922883595992,0.000335405944786658,0.00172145377148383,0.00340331026389473,0.00644929356717164,0.020284725789788,3453.45759278025,1.00041948542409,"lambda[110]"
"lambda[111]",0.00211370213872399,3.85930830529059e-05,0.00155059943098592,0.000368096369189178,0.00102983226369176,0.0017123832742482,0.00277845512665107,0.00606208140869054,1614.28530136972,1.00181967149756,"lambda[111]"
"lambda[112]",0.00356638146899004,6.48367647634349e-05,0.00242980743445964,0.000715583288613964,0.00192119862119093,0.00296686432897326,0.00454950669946409,0.00985333814342528,1404.43304883305,1.00096658701803,"lambda[112]"
"lambda[113]",0.00193740905802157,3.7103469260436e-05,0.00140725344499725,0.000302962048606403,0.000954623787874437,0.00159665759588739,0.00254914731666615,0.00560058113105897,1438.51900149027,1.00036620200411,"lambda[113]"
"lambda[114]",0.00142519127581279,2.78585254877525e-05,0.00107321456347108,0.000218869428219773,0.000673548146256025,0.00115280428338823,0.00185420405891993,0.00416386392604825,1484.07846282321,1.00040141458211,"lambda[114]"
"lambda[115]",0.00567619186485399,7.55339790884135e-05,0.00477121332146375,0.00106247621889766,0.00281271116349019,0.00441587892711909,0.00702781001985001,0.0171404362721335,3990.00041910724,0.999689776401182,"lambda[115]"
